,PSNY,HarmlessError,ProsecutMisconduct,DocumentLength,DefendantRespondent,DefendantAppellant,File,DA,ADA,Judges,Crime,Defense,GroundsForAppeal,ModeOfConviction,Judge,Mode,Keywords
2017_04866,respondent,0,0,2338,0.0,1.0,2017_04866.htm.txt,,," Balkin, J.P., Hall, Sgroi and Barros, JJ",imposing sentence,Private,,jury verdict,Firetog,,affirmed
2017_04867,respondent,0,0,1290,0.0,1.0,2017_04867.htm.txt,Thomas J. Spota,Edward A. Bannan," Rivera, J.P., Leventhal, Austin and Cohen, JJ",imposing sentence,Private,,plea of guilty,Efman,,affirmed
2017_04868,respondent,0,0,2574,0.0,1.0,2017_04868.htm.txt,"Anthony A. Scarpino, Jr.",," Mastro, J.P., Dillon, Roman and Brathwaite Nelson, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Cacace,,reversed
2017_04869,respondent,0,0,3941,0.0,1.0,2017_04869.htm.txt,Richard A. Brown,," Balkin, J.P., Hall, Sgroi and Barros, JJ",ed Virginia attempted rape (see Va Code Ann §§ 18.2-26;18.2-61),Private,,,Margulis,,reversed
2017_04870,respondent,0,0,1796,0.0,1.0,2017_04870.htm.txt,"Anthony A. Scarpino, Jr.",," Mastro, J.P., Dillon, Roman and Brathwaite Nelson, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Cacace,,affirmed
2017_04881,respondent,0,0,1709,0.0,1.0,2017_04881.htm.txt,Darcel D. Clark,Samuel L. Yellen," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",concurrent with years' probation;unanimously affirmed;robbery;sentencing him to term months,Private,,plea of guilty,Eugene Oliver, J.,affirmed
2017_04886,respondent,0,0,992,0.0,1.0,2017_04886.htm.txt,Darcel D. Clark,Rafael Curbelo," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",,Private,,,Miriam Best,,affirmed
2017_04888,respondent,0,0,5078,0.0,1.0,2017_04888.htm.txt,Darcel D. Clark,Ryan P. Mansell," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",unanimously affirmed;unlawful possession pistol ammunition (seven counts);criminal possession weapon (three counts);unlawful possession rifle ammunition (two counts);unlawful possession handcuffs;criminal possession stolen property;criminal possession weapon (two counts);endangering welfare child (two counts);as felony offender;sentencing him;to an aggregate term 14 years,Legal Aid Society,,nonjury trial,Cassandra M. Mullen,,affirmed
2017_04890,respondent,0,0,1384,0.0,1.0,2017_04890.htm.txt,"Cyrus R. Vance, Jr.",Alexander Michaels," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",assault;unanimously affirmed;sentencing him to term year,Private,insufficient,,Maxwell Wiley,,affirmed
2017_04892,respondent,0,0,1547,0.0,1.0,2017_04892.htm.txt,,," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",,Legal Aid Society,,,Seth L. Marvin,,affirmed
2017_04893,respondent,0,0,2179,0.0,1.0,2017_04893.htm.txt,Darcel D. Clark,Nicole Neckles," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",unanimously affirmed;sentencing him to concurrent terms 20 years;attempted murder (two counts),Private,,plea of guilty,Robert E. Torres,,affirmed
2017_04897,respondent,0,0,19393,0.0,1.0,2017_04897.htm.txt,Darcel D. Clark,Cynthia A. Carlson," and Verna C., and we are not obligated to follow them.[FN3] Concur-Richter, J.P., Moskowitz, Feinman and Kapnick, JJ",reversed;after jury trial;obstructing governmental administration;resisting arrest;misdemeanor complaint dismissed;on law;ing defendant;sentencing her to conditional discharge,Private,insufficient,,Leonard Livote,,reversed
2017_04904,respondent,0,0,1559,0.0,1.0,2017_04904.htm.txt,"Cyrus R. Vance, Jr.",Susan Gliner," Concur-Tom, J.P., Renwick, Manzanet-Daniels and Kapnick, JJ",unanimously affirmed;sentencing him to an aggregate term 20 years;criminal possession weapon;ing defendant criminal sale firearm (two counts);conspiracy,Private,,,"Michael J. Obus, Bonnie G. Wittner",,affirmed
2017_04907,respondent,0,0,1523,0.0,1.0,2017_04907.htm.txt,,," Concur-Tom, J.P., Renwick, Manzanet-Daniels and Kapnick, JJ",,Legal Aid Society,,,Richard D. Carruthers,,affirmed
2017_04908,appellant,0,0,8299,1.0,0.0,2017_04908.htm.txt,,," Concur-Tom, J.P., Renwick, Manzanet-Daniels and Kapnick, JJ",,Private,,,Michael J. Obus,,reversed
2017_04910,respondent,0,0,1218,0.0,1.0,2017_04910.htm.txt,"Cyrus R. Vance, Jr.",Brian R. Pouliot," Concur-Tom, J.P., Renwick, Manzanet-Daniels and Kapnick, JJ",unanimously modified;to extent reducing sentence on attempted murder conviction to 10 years;sentencing him to concurrent terms 16 years;otherwise affirmed;as matter discretion interest justice;attempted murder;5 to 15 years;conspiracy,Private,,plea of guilty,Edward J. McLaughlin,,reversed
2017_04911,respondent,0,0,1594,0.0,1.0,2017_04911.htm.txt,"Cyrus R. Vance, Jr.",Jeffrey A. Wojcik," Concur-Tom, J.P., Renwick, Manzanet-Daniels and Kapnick, JJ",,Private,,,Juan M. Merchan,,affirmed
2017_04914,respondent,0,0,6937,0.0,1.0,2017_04914.htm.txt,,Stephen Ferri,"  Peters, P.J., Garry, Lynch and Clark, JJ",driving while intoxicated (two counts);crimes vehicular manslaughter (three counts),Private,,nonjury trial,Cawley, J.,affirmed
2017_04915,respondent,0,0,7236,0.0,1.0,2017_04915.htm.txt,,,"  McCarthy, J.P., Rose, Devine and Clark, JJ",ing defendant crime grand larceny (two counts),Private,,,Richards,,affirmed
2017_04916,respondent,0,0,16672,0.0,1.0,2017_04916.htm.txt,,Peter N. DeLucia,"  Peters, P.J., Garry, Clark and Aarons, JJ",ing defendant crimes murder;criminal possession weapon,Private,misconduct,,Smith,,affirmed
2017_04917,respondent,0,0,5518,0.0,1.0,2017_04917.htm.txt,,David M. Petrush,"  McCarthy, Egan Jr., Devine and Mulvey, JJ",crime attempted robbery,public defender,,plea of guilty,Smith,,affirmed
2017_04918,respondent,0,0,5805,0.0,1.0,2017_04918.htm.txt,Stephen K. Cornwell,Peter N. DeLucia,"  McCarthy, J.P., Rose, Clark and Mulvey, JJ",ing defendant crime burglary,Private,,,Smith,,affirmed
2017_04967,respondent,0,0,4917,0.0,1.0,2017_04967.htm.txt,Sandra Doorley,Leah Mervine," Present-Carni, J.P., Lindley, DeJoseph, Curran and Troutman, JJ",criminal contempt (five counts),Public Defender,insufficient,jury verdict,Alex R. Renzi,,affirmed
2017_04969,respondent,0,0,4372,0.0,1.0,2017_04969.htm.txt,Valerie G. Gardner,David G. Mashewske," Present-Smith, J.P., Peradotto, DeJoseph, NeMoyer and Curran, JJ",grand larceny,Private,,plea of guilty,W. Patrick Falvey,,affirmed
2017_04976,respondent,0,0,9925,0.0,1.0,2017_04976.htm.txt,William J. Fitzpatrick,James P. Maxwell," Present-Smith, J.P., Lindley, DeJoseph, NeMoyer and Curran, JJ",robbery (two counts),Legal Aid Society,ineffective assistance,jury verdict,John J. Brunetti,,affirmed
2017_04977,respondent,0,0,5047,0.0,1.0,2017_04977.htm.txt,Sandra Doorley,Kelly Christine Wolford," Present-Smith, J.P., Lindley, DeJoseph, NeMoyer and Curran, JJ",criminal possession weapon,Private,misconduct,jury verdict,John L. DeMarco,,reversed
2017_04978,respondent,0,0,996,0.0,1.0,2017_04978.htm.txt,Sandra Doorley,Kelly Christine Wolford," Present-Smith, J.P., Lindley, DeJoseph, NeMoyer and Curran, JJ",criminal possession weapon,Private,,,John L. DeMarco,,reversed
2017_04982,respondent,0,0,3840,0.0,1.0,2017_04982.htm.txt,Sandra Doorley,Scott Myles," Present-Centra, J.P., Peradotto, Carni, NeMoyer and Curran, JJ",course sexual conduct against child,Public Defender,ineffective assistance,jury verdict,Francis A. Affronti,,affirmed
2017_04983,respondent,0,0,5661,0.0,1.0,2017_04983.htm.txt,Brooks T. Baker,John C. Tunney," Present-Centra, J.P., Peradotto, Carni, NeMoyer and Curran, JJ",menacing;robbery;criminal possession weapon,Private,,jury verdict,Joseph W. Latham,,reversed
2017_04984,respondent,0,0,5552,0.0,1.0,2017_04984.htm.txt,William J. Fitzpatrick,James P. Maxwell," Present-Centra, J.P., Peradotto, NeMoyer and Curran, JJ",criminal possession weapon,Legal Aid Society,misconduct,jury verdict,Joseph E. Fahey,,affirmed
2017_04985,respondent,0,0,4151,0.0,1.0,2017_04985.htm.txt,Sandra Doorley,Scott Myles," Present-Centra, J.P., Peradotto, Carni, NeMoyer and Curran, JJ",criminal sexual act,Private,,plea of guilty,Melchor E. Castro,,
2017_04986,respondent,0,0,4505,0.0,1.0,2017_04986.htm.txt,Sandra Doorley,Scott Myles," Present-Centra, J.P., Peradotto, Carni, NeMoyer and Curran, JJ",criminal possession controlled substance;criminal possession weapon,Private,misconduct,jury verdict,Victoria M. Argento,,affirmed
2017_04990,respondent,0,0,7215,0.0,1.0,2017_04990.htm.txt,,," Present-Peradotto, J.P., Carni, Lindley, Troutman and Scudder, JJ",course sexual conduct against child,Public Defender,misconduct,jury verdict,James J. Piampiano,,reversed
2017_04995,respondent,0,0,3296,0.0,1.0,2017_04995.htm.txt,Sandra Doorley,Nancy Gilligan," Present-Whalen, P.J., Smith, Carni, Curran and Scudder, JJ",criminal possession weapon,Public Defender,,plea of guilty,Joanne M. Winslow,,reversed
2017_04996,respondent,0,0,3267,0.0,1.0,2017_04996.htm.txt,R. Michael Tantillo,V. Christopher Eaggleston," Present-Whalen, P.J., Smith, Carni, Curran and Scudder, JJ",grand larceny;resisting arrest;assault;robbery;endangering welfare child (two counts);petit larceny,Public Defender,,jury verdict,William F. Kocher,,affirmed
2017_04997,respondent,0,0,3475,0.0,1.0,2017_04997.htm.txt,Sandra Doorley,Scott Myles," Present-Whalen, P.J., Smith, Carni, Curran and Scudder, JJ",criminal possession forged instrument;insurance fraud,Public Defender,ineffective assistance,plea of guilty,Melchor E. Castro,,affirmed
2017_05003,respondent,0,0,4283,0.0,1.0,2017_05003.htm.txt,Sandra Doorley,Leah R. Mervine," Present-Centra, J.P., Lindley, DeJoseph, NeMoyer and Troutman, JJ",robbery (Penal Law § 160.05);imposing sentence incarceration;defendant contends that Supreme Court erred finding that he violated conditions his probation;criminal contempt (§ 215.51 [b] [v]),Public Defender,,,David D. Egan,,affirmed
2017_05004,respondent,0,0,2877,0.0,1.0,2017_05004.htm.txt,Caroline A. Wojtaszek,Thomas H. Brandt," Present-Centra, J.P., Lindley, DeJoseph, NeMoyer and Troutman, JJ",burglary,Conflict Defender,,plea of guilty,Richard C. Kloch, A.J.,affirmed
2017_05005,respondent,0,0,1063,0.0,1.0,2017_05005.htm.txt,Caroline A. Wojtaszek,Thomas H. Brandt," Present-Centra, J.P., Lindley, DeJoseph, NeMoyer and Troutman, JJ",burglary (three counts),Conflict Defender,,plea of guilty,Richard C. Kloch, A.J.,affirmed
2017_05010,respondent,0,0,1376,0.0,1.0,2017_05010.htm.txt,Sandra Doorley,Stephen X. O'Brien," Present-Smith, J.P., Centra, Peradotto, Lindley and NeMoyer, JJ",failure to register as sex offender,Public Defender,,plea of guilty,Alex R. Renzi,,affirmed
2017_05011,respondent,0,0,1905,0.0,1.0,2017_05011.htm.txt,Sandra Doorley,Stephen X. O'Brien," Present-Smith, J.P., Centra, Peradotto, Lindley and NeMoyer, JJ",rape,Public Defender,,plea of guilty,Victoria M. Argento,,affirmed
2017_05015,respondent,0,0,4727,0.0,1.0,2017_05015.htm.txt,Sandra Doorley,Daniel A. Gross," Present-Carni, J.P., Curran, Troutman, Winslow and Scudder, JJ",aggravated unlicensed operation motor vehicle,Public Defender,,jury verdict,Francis A. Affronti,,reversed
2017_05018,respondent,0,0,2051,0.0,1.0,2017_05018.htm.txt,Sandra Doorley,Kelly Christine Wolford," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",burglary (two counts),Public Defender,,plea of guilty,Thomas E. Moran,,affirmed
2017_05019,respondent,0,0,2180,0.0,1.0,2017_05019.htm.txt,,," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",criminal possession controlled substance,Private,,plea of guilty,M. William Boller,,affirmed
2017_05020,respondent,0,0,1963,0.0,1.0,2017_05020.htm.txt,Sandra Doorley,Scott Myles," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",burglary,Public Defender,,plea of guilty,James J. Piampiano,,affirmed
2017_05021,respondent,0,0,2525,0.0,1.0,2017_05021.htm.txt,John J. Flynn,Michael J. Hillery," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",manslaughter,Private,insufficient,plea of guilty,Thomas P. Franczyk,,affirmed
2017_05022,respondent,0,0,2065,0.0,1.0,2017_05022.htm.txt,Jon E. Budelmann,Christopher T. Valdina," Present-Whalen, P.J., Peradotto, DeJoseph, Curran and Winslow, JJ",burglary (two counts),Private,,plea of guilty,Mark H. Fandrich,,affirmed
2017_05024,respondent,0,0,1395,0.0,1.0,2017_05024.htm.txt,Darcel D. Clark,Meaghan L. Powers," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",unanimously affirmed;as felony offender;ing defendant grand larceny;sentencing him;to term 11/2 to 3 years,Private,,,"Shari R. Michels, Ethan Greenberg",,affirmed
2017_05027,respondent,0,0,1054,0.0,1.0,2017_05027.htm.txt,"Cyrus R. Vance, Jr.",Alan Gadlin," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",,Legal Aid Society,,,"Bonnie Wittner, Roger Hayes",,affirmed
2017_05029,respondent,0,0,1379,0.0,1.0,2017_05029.htm.txt,"Cyrus R. Vance, Jr.",Ryan Gee," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",unanimously affirmed;attempted burglary;as felony offender;sentencing him;to term 11/2 to 3 years,Private,,plea of guilty,Ann M. Donnelly,,affirmed
2017_05031,respondent,0,0,1063,0.0,1.0,2017_05031.htm.txt,"Cyrus R. Vance, Jr.",Hope Korenstein," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",,Legal Aid Society,,,,,affirmed
2017_05033,respondent,0,0,1605,0.0,1.0,2017_05033.htm.txt,,," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",,Legal Aid Society,,,Denis J. Boyle, at sentencing and resentencing,affirmed
2017_05035,respondent,0,0,1520,0.0,1.0,2017_05035.htm.txt,,," Concur-Acosta, P.J., Richter, Feinman, Webber and Kahn, JJ",,Legal Aid Society,,,Michael J. Obus,,affirmed
2017_05038,respondent,0,0,1878,0.0,1.0,2017_05038.htm.txt,Darcel D. Clark,Meaghan L. Powers," Concur-Friedman, J.P., Richter, Moskowitz, Gische and Kapnick, JJ",unanimously affirmed;sentencing her;to term to years;criminal possession weapon;as felony offender,Legal Aid Society,,plea of guilty,Troy K. Webber,,affirmed
2017_05041,respondent,0,0,3011,0.0,1.0,2017_05041.htm.txt,"Cyrus R. Vance, Jr.",John T. Hughes," Concur-Friedman, J.P., Renwick, Manzanet-Daniels, Kapnick and Gesmer, JJ",concurrent with years' probation;after jury trial;unanimously affirmed;assault;sentencing her to term months;ing defendant,Private,misconduct,,Ronald A. Zweibel,,affirmed
2017_05047,respondent,0,0,1027,0.0,1.0,2017_05047.htm.txt,"Cyrus R. Vance, Jr.",John T. Hughes," Concur-Friedman, J.P., Renwick, Manzanet-Daniels, Kapnick and Gesmer, JJ",,Private,,,Bonnie Wittner,,affirmed
2017_05049,respondent,0,0,1576,0.0,1.0,2017_05049.htm.txt,,," Concur-Friedman, J.P., Renwick, Manzanet-Daniels, Kapnick and Gesmer, JJ",,Legal Aid Society,,,"Bonnie Wittner, Robert Stolz",,affirmed
2017_05051,respondent,0,0,1786,0.0,1.0,2017_05051.htm.txt,"Cyrus R. Vance, Jr.",Christine DiDomenico," Concur-Friedman, J.P., Renwick, Manzanet-Daniels, Kapnick and Gesmer, JJ",there is no basis for downward departure;ion,Private,,,Daniel P. FitzGerald,,affirmed
2017_05052,respondent,0,0,3182,0.0,1.0,2017_05052.htm.txt,"Cyrus R. Vance, Jr.",Diane N. Princ," Concur-Friedman, J.P., Renwick, Manzanet-Daniels, Kapnick and Gesmer, JJ",unanimously affirmed;gang assault;ing defendant manslaughter;sentencing him to concurrent terms 20 years,Legal Aid Society,,,"Carol Berkman, A. Kirke Bartley, Jill Ko...", J. at first part of trial,affirmed
2017_05053,respondent,0,0,2485,0.0,1.0,2017_05053.htm.txt,"Cyrus R. Vance, Jr.",Beth Fisch Cohen," Concur-Friedman, J.P., Renwick, Manzanet-Daniels, Kapnick and Gesmer, JJ",sentencing him to concurrent terms years;unanimously reversed;pleas as to both vacated;matter remanded for further proceedings;criminal possession controlled substance;on law;attempted criminal possession weapon,Private,,plea of guilty,Neil E. Ross,,reversed
2017_05101,respondent,0,0,1564,0.0,1.0,2017_05101.htm.txt,Thomas J. Spota,Thomas C. Costello," Balkin, J.P., Cohen, Hinds-Radix and Maltese, JJ",imposing sentence,Private,,plea of guilty,Braslow,,affirmed
2017_05102,respondent,0,0,3373,0.0,1.0,2017_05102.htm.txt,Richard A. Brown,," Hall, J.P., Sgroi, Maltese and LaSalle, JJ",imposing sentence,Private,,jury verdict,Hollie,,affirmed
2017_05103,respondent,0,0,2176,0.0,1.0,2017_05103.htm.txt,Thomas J. Spota,Marcia R. Kucera," Balkin, J.P., Hall, Hinds-Radix and Connolly, JJ",on ground that sentence was excessive,Private,,plea of guilty,Cohen,,affirmed
2017_05104,respondent,0,0,1236,0.0,1.0,2017_05104.htm.txt,Richard A. Brown,," Eng, P.J., Chambers, Roman, Cohen and Hinds-Radix, JJ",,Private,,,Margulis,,affirmed
2017_05105,respondent,0,0,5648,0.0,1.0,2017_05105.htm.txt,Thomas J. Spota,Marcia R. Kucera," Dillon, J.P., Austin, Hinds-Radix and Maltese, JJ",imposing sentence,Private,,jury verdict,Hudson,,affirmed
2017_05106,respondent,0,0,2708,0.0,1.0,2017_05106.htm.txt,,," Balkin, J.P., Hall, Hinds-Radix and Connolly, JJ",imposing sentence,Private,,jury verdict,Rooney,,affirmed
2017_05123,respondent,0,0,3873,0.0,1.0,2017_05123.htm.txt,Andrew J. Wylie,Jaime A. Douthat,"  Garry, J.P., Egan Jr., Clark and Aarons, JJ",lv denied 26 NY3d 965 [2015]);read was advised nature appeal waivers (see People v [*2]Ero;1249 [2016];129 AD3d 1385;s nor did court elicit from defendant that he understood;lv denied 28 NY3d 929 [2016]; People v Anderson;1385 [2015];139 AD3d 1248,Private,,,Ryan,,affirmed
2017_05124,respondent,0,0,11291,0.0,1.0,2017_05124.htm.txt,Robert M. Carney,Peter H. Willis," and Devine, JJ",ing defendant crimes attempted gang assault;attempted assault,Private,,,Coccoma,,affirmed
2017_05125,respondent,0,0,7138,0.0,1.0,2017_05125.htm.txt,Weeden A. Wetmore,Damian M. Sonsire,"  McCarthy, J.P., Egan Jr., Rose and Mulvey, JJ",ing defendant crimes burglary;grand larceny;criminal possession stolen property (two counts),Private,ineffective assistance,,Hayden,,affirmed
2017_05126,respondent,0,0,10033,0.0,1.0,2017_05126.htm.txt,,,"  McCarthy, J.P., Rose, Devine and Clark, JJ",ing defendant crime assault,Private,ineffective assistance,,Herrick,,affirmed
2017_05127,respondent,0,0,7357,0.0,1.0,2017_05127.htm.txt,,,"  Peters, P.J., Garry, Devine and Mulvey, JJ",criminal possession weapon;ing defendant crimes criminal mischief,Private,,,Cawley,,affirmed
2017_05128,respondent,0,0,12206,0.0,1.0,2017_05128.htm.txt,P. David Soares,Michael C. Wetmore,"  McCarthy, J.P., Rose, Devine and Mulvey, JJ",ing defendant crime criminal sale controlled substance (three counts),Public Defender,,,Lynch,,affirmed
2017_05129,respondent,0,0,2164,0.0,1.0,2017_05129.htm.txt,Robert M. Carney,Peter H. Willis," [*2]    Peters, P.J., Garry, Devine and Mulvey, JJ",crime criminal possession controlled substance,Private,,plea of guilty,Loyola,,affirmed
2017_05158,respondent,0,0,1959,0.0,1.0,2017_05158.htm.txt,"Cyrus R. Vance, Jr.",Courtney M. Wen," Concur-Sweeny, J.P., Mazzarelli, Andrias, Moskowitz and Gische, JJ",unanimously affirmed;after jury trial;criminal possession weapon;ing defendant;sentencing him to concurrent terms eight years,Private,,,Ruth Pickholz,,affirmed
2017_05163,respondent,0,0,1566,0.0,1.0,2017_05163.htm.txt,,," Concur-Sweeny, J.P., Mazzarelli, Andrias, Moskowitz and Gische, JJ",,Legal Aid Society,,,Jill Konviser,,affirmed
2017_05165,respondent,0,0,2614,0.0,1.0,2017_05165.htm.txt,"Cyrus R. Vance, Jr.",Hope Korenstein," Concur-Sweeny, J.P., Mazzarelli, Andrias, Moskowitz and Gische, JJ",unanimously affirmed;sentencing her to term years' probation;criminal possession marijuana,Private,,plea of guilty,Robert M. Stolz,,affirmed
2017_05167,respondent,0,0,3295,0.0,1.0,2017_05167.htm.txt,"Cyrus R. Vance, Jr.",Katherine Kulkarni," Concur-Sweeny, J.P., Mazzarelli, Andrias, Moskowitz and Gische, JJ",after jury trial;unanimously modified;assault;otherwise affirmed;on law;criminal possession weapon;as persistent violent felony offender;ing defendant;sentencing him;to concurrent terms 12 years to life;remanding for resentencing on that conviction as felony offender;to extent vacating persistent violent felony offender adjudication only with respect to weapon possession conviction,Private,,,Robert M. Stolz,,reversed
2017_05168,respondent,0,0,1553,0.0,1.0,2017_05168.htm.txt,Darcel D. Clark,Jordan K. Hummel," Concur-Sweeny, J.P., Mazzarelli, Andrias, Moskowitz and Gische, JJ",unanimously affirmed;after jury trial;robbery;ing defendant;as felony offender;sentencing him;to term nine years,Private,,,Dominic R. Massaro,,affirmed
2017_05170,respondent,0,0,2261,0.0,1.0,2017_05170.htm.txt,"Cyrus R. Vance, Jr.",Samuel Z. Goldfine," Concur-Sweeny, J.P., Mazzarelli, Andrias, Moskowitz and Gische, JJ",as violent felony offender;to an aggregate term years;unanimously modified;assault;otherwise affirmed;on law;to extent vacating sentence for aggravated family offense conviction;remanding to Supreme Court for resentencing on that conviction;attempted burglary;sentencing him;aggravated family offense,Private,,plea of guilty,Melissa C. Jackson,,reversed
2017_05177,respondent,0,0,3254,0.0,1.0,2017_05177.htm.txt,"Cyrus R. Vance, Jr.",Frank Glaser," Concur-Acosta, P.J., Mazzarelli, Moskowitz and Manzanet-Daniels, JJ",135 S Ct 90 [2014]);cert denied 574 US —;he was entitled to remand matter for hearing on issue whether he would have proceeded to trial had he been aware those consequences (see People v Peque;22 NY3d 168 [2013],Private,,,"Renee A. White, Maxwell Wiley", J. at sentencing,affirmed
2017_05178,respondent,0,0,3277,0.0,1.0,2017_05178.htm.txt,"Cyrus R. Vance, Jr.",Alexander Michaels," Concur-Acosta, P.J., Renwick, Andrias and Moskowitz, JJ",upon his peas guilty;unanimously affirmed;sentencing him to concurrent terms 5 1/2;6 years;criminal possession controlled substance;ing defendant;attempted criminal possession controlled substance;respectively,Private,,,Laura A. Ward,,affirmed
2017_05179,respondent,0,0,3881,0.0,1.0,2017_05179.htm.txt,"Cyrus R. Vance, Jr.",Philip Morrow," Concur-Acosta, P.J., Renwick, Richter and Webber, JJ",held abeyance;matter remanded to Supreme Court for determination;ing defendant criminal possession weapon;issues raised at hearing but not determined therein;based upon evidence presented at suppression hearing;sentencing him to term 30 days,Private,,,"Edward J. McLaughlin, Neil E. Ross",,
2017_05182,respondent,0,0,4282,0.0,1.0,2017_05182.htm.txt,"Cyrus R. Vance, Jr.",Ryan Gee," Concur-Friedman, J.P., Webber, Gesmer and Kern, JJ",as felony drug offender;unanimously affirmed;after jury trial;criminal possession controlled substance seventh;to an aggregate term years;criminal sale controlled substance;ing defendant;sentencing him,Private,,,Arlene D. Goldberg,,affirmed
2017_05185,respondent,0,0,1868,0.0,1.0,2017_05185.htm.txt,Darcel D. Clark,Robert Mciver," Concur-Friedman, J.P., Webber, Gesmer and Kern, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Efrain Alvarado,,affirmed
2017_05188,respondent,0,0,1507,0.0,1.0,2017_05188.htm.txt,,," Concur-Friedman, J.P., Webber, Gesmer and Kern, JJ",,Legal Aid Society,,,Marc Whiten,,affirmed
2017_05190,respondent,0,0,1004,0.0,1.0,2017_05190.htm.txt,"Cyrus R. Vance, Jr.",Stephen J. Kress," Concur-Friedman, J.P., Webber, Gesmer and Kern, JJ",,Legal Aid Society,,,Thomas Farber,,affirmed
2017_05191,respondent,0,0,4177,0.0,1.0,2017_05191.htm.txt,"Cyrus R. Vance, Jr.",Sheryl Feldman," Concur-Friedman, J.P., Webber, Gesmer and Kern, JJ",unanimously affirmed;after jury trial;sentencing him to an aggregate term 71/2 years;conspiracy;criminal possession weapon;ing defendant;reckless endangerment;attempted assault,Private,,,Arlene D. Goldberg,,affirmed
2017_05233,respondent,0,0,1248,0.0,1.0,2017_05233.htm.txt,,," Eng, P.J., Hall, LaSalle, Connolly and Brathwaite Nelson, JJ",on ground that sentence was excessive,Private,,plea of guilty,Arriaga,,affirmed
2017_05234,respondent,0,0,1114,0.0,1.0,2017_05234.htm.txt,Madeline Singas,," Eng, P.J., Leventhal, Sgroi and Maltese, JJ",,Private,ineffective assistance,,,,
2017_05235,respondent,0,0,3148,0.0,1.0,2017_05235.htm.txt,Richard A. Brown,," Eng, P.J., Leventhal, Austin and Cohen, JJ",imposing sentence,Private,,jury verdict,Buchter,,affirmed
2017_05236,respondent,0,0,1814,0.0,1.0,2017_05236.htm.txt,Richard A. Brown,," Chambers, J.P., Miller, Maltese and Duffy, JJ",upon his plea guilty;imposing sentence;disorderly conduct,Private,,jury verdict,Latella,,affirmed
2017_05237,respondent,0,0,1336,0.0,1.0,2017_05237.htm.txt,,," Eng, P.J., Hall, Cohen, LaSalle and Connolly, JJ",on ground that period postrelease supervision imposed was excessive,Private,,plea of guilty,D'Emic,,affirmed
2017_05238,respondent,0,0,3073,0.0,1.0,2017_05238.htm.txt,,," Mastro, J.P., Rivera, Roman and Sgroi, JJ",imposing sentence,Private,,jury verdict,Ingram,,affirmed
2017_05239,respondent,0,0,1564,0.0,1.0,2017_05239.htm.txt,Richard A. Brown,," Eng, P.J., Leventhal, Austin and Cohen, JJ",imposing sentence,Private,,plea of guilty,Chin-Brandt,,affirmed
2017_05240,respondent,0,0,2525,0.0,1.0,2017_05240.htm.txt,,," Dillon, J.P., Austin, Hinds-Radix and LaSalle, JJ",imposing sentence,Private,,jury verdict,Chun,,affirmed
2017_05241,respondent,0,0,4302,0.0,1.0,2017_05241.htm.txt,Richard A. Brown,," Chambers, J.P., Miller, Maltese and Duffy, JJ",imposing sentence,Private,,jury verdict,Hollie,,affirmed
2017_05242,respondent,0,0,1809,0.0,1.0,2017_05242.htm.txt,,," Eng, P.J., Hall, Cohen, LaSalle and Connolly, JJ",as issued an order protection to remain effect until June 14;2028,Private,,plea of guilty,Foley,,affirmed
2017_05243,respondent,0,0,6996,0.0,1.0,2017_05243.htm.txt,,," Sgroi, Maltese and Duffy, JJ",imposing sentence,Private,insufficient,plea of guilty,Rooney,,reversed
2017_05244,respondent,0,0,2849,0.0,1.0,2017_05244.htm.txt,Thomas P. Zugibe,," Mastro, J.P., Rivera, Roman and Sgroi, JJ",sentencing him to determinate term imprisonment years plus years postrelease supervision,Private,,plea of guilty,Apotheker,,reversed
2017_05245,respondent,0,0,1672,0.0,1.0,2017_05245.htm.txt,,," Eng, P.J., Leventhal, Austin and Cohen, JJ",ing him attempted reckless endangerment under Indictment No,Private,,,W. Miller,,affirmed
2017_05246,respondent,0,0,3627,0.0,1.0,2017_05246.htm.txt,,," Mastro, J.P., Rivera, Roman and Sgroi, JJ",imposing sentence,Private,insufficient,jury verdict,Guzman,,affirmed
